recorded_at,zone_id,location,hour,day_of_week,is_weekend,weather_code,weather_label,temperature_c,humidity_pct,area_m2,exits_count,event_flag,event_intensity,prev_density,current_density,predicted_density_30m,duration_min,movement_speed_mps,occupancy_ratio,camera_count,noise_db,risk_label,anomaly_label,anomaly_reason,sensor_value,rolling_mean_1h,z_score
2025-06-01T19:30:00,5,zone5,19,6,1,2,rain,24.22,70.29,360,2,0,0.105,45.43,72.97,85.22,39.06,0.744,0.2027,4,65.62,Aman,0,normal,93.53,42.95,2.81
2025-06-01T19:45:00,5,zone5,19,6,1,0,clear,31.19,71.31,360,2,0,0.092,150.37,140.82,219.35,45.66,1.208,0.3912,3,80.96,Aman,0,normal,157.9,133.27,1.368
2025-06-01T20:00:00,5,zone5,20,6,1,0,clear,29.65,74.33,360,2,0,0.138,104.63,121.78,168.93,37.68,1.03,0.3383,5,72.64,Aman,0,normal,147.4,109.56,2.102
2025-06-01T20:15:00,4,zone4,20,6,1,0,clear,29.1,68.55,810,5,0,0.174,138.82,160.74,191.42,62.2,0.875,0.1984,5,64.8,Aman,0,normal,176.47,154.27,1.199
2025-06-01T20:30:00,5,zone5,20,6,1,0,clear,34.97,57.88,360,2,0,0.115,106.66,111.89,161.59,32.41,0.945,0.3108,4,72.51,Aman,0,normal,146.9,114.77,1.785
2025-06-01T20:45:00,3,zone3,20,6,1,2,rain,29.25,71.18,430,2,0,0.071,163.63,144.99,180.68,63.37,1.147,0.3372,2,70.45,Aman,0,normal,135.0,152.93,0.977
2025-06-01T21:00:00,2,zone2,21,6,1,1,cloudy,27.61,72.39,680,4,0,0.111,196.64,196.9,267.87,104.91,0.88,0.2896,8,74.85,Aman,0,normal,167.33,171.55,0.205
2025-06-01T21:15:00,1,zone1,21,6,1,2,rain,27.55,89.29,520,3,0,0.096,209.19,172.38,193.49,66.01,1.033,0.3315,4,68.79,Aman,0,normal,165.47,232.91,2.413
2025-06-01T21:30:00,5,zone5,21,6,1,0,clear,28.74,59.71,360,2,0,0.091,118.73,121.27,132.71,71.47,0.989,0.3369,2,78.11,Aman,0,normal,125.44,121.51,0.218
2025-06-01T21:45:00,1,zone1,21,6,1,0,clear,34.83,72.35,520,3,0,0.116,173.69,161.62,142.94,55.66,1.053,0.3108,3,65.46,Aman,0,normal,165.78,151.35,0.794
2025-06-01T22:00:00,1,zone1,22,6,1,0,clear,30.43,64.97,520,3,0,0.072,194.34,200.19,185.74,55.3,1.023,0.385,7,72.9,Aman,0,normal,224.27,185.72,1.73
2025-06-01T22:15:00,4,zone4,22,6,1,0,clear,27.43,58.07,810,5,0,0.125,91.88,104.78,91.65,77.95,1.237,0.1294,5,63.23,Aman,0,normal,100.06,80.93,1.063
2025-06-01T22:30:00,3,zone3,22,6,1,0,clear,32.36,69.99,430,2,0,0.03,85.16,96.72,119.15,38.49,0.841,0.2249,8,66.6,Aman,0,normal,74.41,87.35,0.719
2025-06-01T22:45:00,1,zone1,22,6,1,0,clear,32.36,67.93,520,3,0,0.141,246.7,285.07,296.37,71.26,1.007,0.5482,6,68.19,Waspada,0,normal,290.73,240.63,1.735
2025-06-01T23:00:00,2,zone2,23,6,1,0,clear,30.29,65.42,680,4,0,0.117,186.79,214.19,191.28,73.02,0.877,0.315,4,66.36,Aman,0,normal,190.4,190.36,0.002
2025-06-01T23:15:00,2,zone2,23,6,1,2,rain,26.64,71.22,680,4,0,0.162,14.87,31.41,55.72,65.8,1.084,0.0462,4,66.85,Aman,0,normal,46.95,13.4,1.864
2025-06-01T23:30:00,2,zone2,23,6,1,1,cloudy,32.38,85.39,680,4,0,0.022,173.02,189.94,209.87,64.95,0.813,0.2793,6,76.91,Aman,0,normal,165.72,151.76,0.767
2025-06-01T23:45:00,4,zone4,23,6,1,1,cloudy,29.85,62.77,810,5,0,0.013,134.25,113.84,92.09,44.85,0.984,0.1405,8,72.45,Aman,0,normal,158.85,130.55,1.572
2025-06-02T00:00:00,1,zone1,0,0,0,2,rain,28.35,74.31,520,3,0,0.055,115.15,95.87,119.09,46.82,1.108,0.1844,3,61.73,Aman,0,normal,88.22,102.78,0.808
2025-06-02T00:15:00,2,zone2,0,0,0,1,cloudy,29.92,74.43,680,4,0,0.031,125.99,132.5,117.9,60.3,1.075,0.1949,8,62.06,Aman,0,normal,113.16,129.68,0.918
2025-06-02T00:30:00,4,zone4,0,0,0,1,cloudy,30.67,82.01,810,5,1,0.939,78.3,123.15,171.1,173.54,0.96,0.152,7,88.86,Waspada,0,normal,130.55,77.2,2.964
2025-06-02T00:45:00,3,zone3,0,0,0,1,cloudy,27.94,75.37,430,2,0,0.176,119.42,106.86,131.87,58.1,1.242,0.2485,4,84.6,Aman,0,normal,121.19,129.54,0.464
2025-06-02T01:00:00,2,zone2,1,0,0,2,rain,27.42,60.15,680,4,0,0.13,136.27,177.71,135.52,77.75,0.97,0.2613,5,69.46,Aman,0,normal,174.02,124.82,2.734
2025-06-02T01:15:00,4,zone4,1,0,0,0,clear,29.57,64.75,810,5,1,0.509,89.88,123.95,166.95,95.63,1.155,0.153,2,74.82,Aman,0,normal,121.51,89.08,1.802
2025-06-02T01:30:00,3,zone3,1,0,0,2,rain,28.4,71.6,430,2,0,0.11,91.14,90.77,119.93,56.63,1.021,0.2111,6,68.55,Aman,0,normal,101.92,79.46,1.248
2025-06-02T01:45:00,4,zone4,1,0,0,0,clear,28.67,79.86,810,5,0,0.025,92.94,87.18,104.14,24.31,0.93,0.1076,6,56.61,Aman,0,normal,81.16,87.17,0.334
2025-06-02T02:00:00,3,zone3,2,0,0,0,clear,34.49,61.94,430,2,0,0.075,133.87,117.43,97.39,40.56,1.015,0.2731,8,66.89,Aman,0,normal,94.45,116.91,1.248
2025-06-02T02:15:00,4,zone4,2,0,0,0,clear,31.81,76.05,810,5,0,0.006,76.85,79.99,79.73,43.44,1.263,0.0987,7,60.14,Aman,0,normal,66.15,83.04,0.938
2025-06-02T02:30:00,2,zone2,2,0,0,0,clear,29.97,64.91,680,4,0,0.18,44.68,88.8,70.06,70.54,0.89,0.1306,8,61.06,Aman,0,normal,79.24,46.47,1.82
2025-06-02T02:45:00,5,zone5,2,0,0,0,clear,34.91,61.23,360,2,0,0.177,52.94,57.63,34.19,40.69,1.142,0.1601,6,69.37,Aman,0,normal,67.21,54.84,0.687
2025-06-02T03:00:00,4,zone4,3,0,0,2,rain,30.14,83.99,810,5,0,0.145,52.79,72.63,64.79,75.84,1.168,0.0897,3,64.06,Aman,0,normal,71.4,53.11,1.016
2025-06-02T03:15:00,2,zone2,3,0,0,0,clear,35.03,82.72,680,4,0,0.096,118.28,142.59,149.19,61.28,1.007,0.2097,8,72.11,Aman,0,normal,141.05,121.8,1.069
2025-06-02T03:30:00,4,zone4,3,0,0,0,clear,30.16,71.24,810,5,0,0.174,37.28,18.26,50.31,69.09,0.95,0.0225,2,66.17,Aman,0,normal,37.44,40.61,0.176
2025-06-02T03:45:00,4,zone4,3,0,0,1,cloudy,27.65,97.49,810,5,0,0.135,141.52,140.75,148.17,59.14,1.34,0.1738,4,62.31,Aman,0,normal,134.79,156.24,1.144
2025-06-02T04:00:00,4,zone4,4,0,0,0,clear,34.45,74.11,810,5,0,0.06,51.09,32.29,53.26,48.73,1.142,0.0399,3,76.34,Aman,0,normal,42.92,55.86,0.719
2025-06-02T04:15:00,1,zone1,4,0,0,0,clear,28.28,61.83,520,3,0,0.058,97.5,100.67,115.19,55.75,0.671,0.1936,4,67.19,Aman,0,normal,118.56,89.84,1.595
2025-06-02T04:30:00,4,zone4,4,0,0,0,clear,34.18,75.8,810,5,0,0.09,75.19,66.61,103.5,80.91,1.113,0.0822,3,65.16,Aman,0,normal,84.95,73.56,0.633
2025-06-02T04:45:00,4,zone4,4,0,0,1,cloudy,28.92,70.91,810,5,0,0.149,79.75,70.91,50.66,65.15,0.964,0.0875,6,66.36,Aman,0,normal,68.25,79.94,0.65
2025-06-02T05:00:00,5,zone5,5,0,0,0,clear,31.27,58.19,360,2,0,0.154,54.14,39.03,4,59.67,1.11,0.1084,3,68.14,Aman,0,normal,5.53,47.38,2.325
2025-06-02T05:15:00,4,zone4,5,0,0,0,clear,33.7,66.21,810,5,1,0.57,112.55,127.66,168.94,100.2,1.104,0.1576,2,77.56,Aman,0,normal,139.3,100.76,2.141
2025-06-02T05:30:00,4,zone4,5,0,0,0,clear,34.53,71.31,810,5,0,0.081,78.96,89.75,132.32,47.47,0.544,0.1108,2,100.05,Aman,1,density_spike,21.09,78.76,6.133
2025-06-02T05:45:00,4,zone4,5,0,0,0,clear,29.23,57.66,810,5,0,0.045,63.33,59.68,108.56,47.53,1.102,0.0737,8,77.46,Aman,0,normal,44.14,58.42,0.794
2025-06-02T06:00:00,5,zone5,6,0,0,0,clear,30.38,72.84,360,2,0,0.127,76.73,67.4,73.13,70.09,1.147,0.1872,6,68.86,Aman,0,normal,45.25,84.28,2.168
2025-06-02T06:15:00,3,zone3,6,0,0,0,clear,33.86,61.08,430,2,0,0.177,88.22,88.25,103.16,42.04,1.008,0.2052,7,64.06,Aman,0,normal,98.06,98.17,0.006
2025-06-02T06:30:00,4,zone4,6,0,0,1,cloudy,32.77,71.32,810,5,0,0.075,50.3,67.68,28.81,58.45,1.092,0.0836,8,67.13,Aman,0,normal,47.47,48.65,0.066
2025-06-02T06:45:00,3,zone3,6,0,0,0,clear,30.46,65.61,430,2,0,0.166,128.58,164.36,185.42,77.23,1.089,0.3822,7,81.97,Waspada,0,normal,179.52,130.22,2.739
2025-06-02T07:00:00,2,zone2,7,0,0,0,clear,30.99,62.82,680,4,0,0.06,204.6,212.87,217.85,65.23,1.214,0.3131,3,60.26,Aman,0,normal,214.0,197.06,0.716
2025-06-02T07:15:00,4,zone4,7,0,0,0,clear,30.31,71.87,810,5,0,0.047,125.25,120.34,118.28,75.96,1.103,0.1486,8,66.11,Aman,0,normal,125.71,135.86,0.564
2025-06-02T07:30:00,1,zone1,7,0,0,0,clear,31.02,59.9,520,3,0,0.104,178.44,198.89,167.7,93.33,0.726,0.3825,7,79.56,Waspada,0,normal,193.74,176.13,0.833
2025-06-02T07:45:00,3,zone3,7,0,0,0,clear,34.96,73.65,430,2,0,0.088,58.81,40.07,35.43,55.22,1.195,0.0932,8,67.7,Aman,0,normal,40.72,52.68,0.664
2025-06-02T08:00:00,1,zone1,8,0,0,1,cloudy,29.22,72.75,520,3,1,0.728,165.15,189.11,203.63,114.35,0.981,0.3637,6,84.96,Waspada,0,normal,173.88,173.03,0.041
2025-06-02T08:15:00,4,zone4,8,0,0,1,cloudy,29.47,70.88,810,5,0,0.019,89.35,88.66,97.19,17.03,1.105,0.1095,4,72.17,Aman,0,normal,83.33,82.49,0.046
2025-06-02T08:30:00,3,zone3,8,0,0,1,cloudy,29.31,87.42,430,2,0,0.118,112.52,103.82,86.82,76.45,1.088,0.2414,3,75.25,Aman,0,normal,78.27,115.64,2.076
2025-06-02T08:45:00,5,zone5,8,0,0,2,rain,29.89,74.91,360,2,0,0.162,150.59,130.86,127.73,92.22,0.846,0.3635,4,85.42,Waspada,0,normal,139.82,141.82,0.111
2025-06-02T09:00:00,5,zone5,9,0,0,0,clear,28.32,67.15,360,2,0,0.148,79.11,111.56,77.9,50.2,0.913,0.3099,5,67.68,Aman,0,normal,107.94,88.36,1.087
2025-06-02T09:15:00,1,zone1,9,0,0,0,clear,29.9,91.79,520,3,0,0.014,127.1,109.8,87.64,67.23,1.074,0.2112,7,61.22,Aman,0,normal,110.85,140.41,1.642
2025-06-02T09:30:00,5,zone5,9,0,0,1,cloudy,26.26,71.75,360,2,1,0.79,113.05,152.11,208.22,153.35,0.73,0.4225,4,88.47,Bahaya,0,normal,121.86,124.94,0.171
